,Unnamed: 0,task,response,choices,domain,response_type,id,sequence,rt,enc_task,enc_response,gender,education,guessed,task_opinion1,effort_finding_answer,like_syllog,strategy,strategy_description,quantifier_most,tired,attentive,certain,serious_participation,study_comment,similar_experiments,session,syl_group,syl_type,resp_group,resp_type,correct,valid,year,generalized
5692,1227,All;joggers;riders/All;counselors;riders,All;counselors;joggers,All;joggers;counselors|All;counselors;joggers|No;joggers;counselors|No;counselors;joggers|Some;joggers;counselors|Some;counselors;joggers|Some not;joggers;counselors|Some not;counselors;joggers|Most;joggers;counselors|Most;counselors;joggers|Most not;joggers;counselors|Most not;counselors;joggers|NVC,syllogistic-generalized,single-choice,22_participant_16,74,3482.0,AA3,Aca,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,AA,uu,A,u,False,False,2022,False
5694,1229,Some not;tailors;pilots/No;tailors;singers,NVC,All;pilots;singers|All;singers;pilots|No;pilots;singers|No;singers;pilots|Some;pilots;singers|Some;singers;pilots|Some not;pilots;singers|Some not;singers;pilots|Most;pilots;singers|Most;singers;pilots|Most not;pilots;singers|Most not;singers;pilots|NVC,syllogistic-generalized,single-choice,22_participant_16,76,2862.0,OE4,NVC,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,EO,ue,NVC,NVC,True,False,2022,False
5697,1232,All;skaters;therapists/All;climbers;skaters,All;climbers;therapists,All;therapists;climbers|All;climbers;therapists|No;therapists;climbers|No;climbers;therapists|Some;therapists;climbers|Some;climbers;therapists|Some not;therapists;climbers|Some not;climbers;therapists|Most;therapists;climbers|Most;climbers;therapists|Most not;therapists;climbers|Most not;climbers;therapists|NVC,syllogistic-generalized,single-choice,22_participant_16,79,3035.0,AA2,Aca,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,AA,uu,A,u,True,True,2022,False
5700,1235,Some not;skaters;poets/Some;poets;miners,Some;skaters;miners,All;skaters;miners|All;miners;skaters|No;skaters;miners|No;miners;skaters|Some;skaters;miners|Some;miners;skaters|Some not;skaters;miners|Some not;miners;skaters|Most;skaters;miners|Most;miners;skaters|Most not;skaters;miners|Most not;miners;skaters|NVC,syllogistic-generalized,single-choice,22_participant_16,82,3287.0,OI1,Iac,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,IO,ee,I,e,False,False,2022,False
5701,1236,All;pilots;singers/Some not;tailors;singers,Some not;tailors;pilots,All;pilots;tailors|All;tailors;pilots|No;pilots;tailors|No;tailors;pilots|Some;pilots;tailors|Some;tailors;pilots|Some not;pilots;tailors|Some not;tailors;pilots|Most;pilots;tailors|Most;tailors;pilots|Most not;pilots;tailors|Most not;tailors;pilots|NVC,syllogistic-generalized,single-choice,22_participant_16,83,3278.0,AO3,Oca,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,AO,ue,O,e,True,True,2022,False
5705,1240,No;editors;soldiers/All;florists;soldiers,No;editors;florists,All;editors;florists|All;florists;editors|No;editors;florists|No;florists;editors|Some;editors;florists|Some;florists;editors|Some not;editors;florists|Some not;florists;editors|Most;editors;florists|Most;florists;editors|Most not;editors;florists|Most not;florists;editors|NVC,syllogistic-generalized,single-choice,22_participant_16,87,3030.0,EA3,Eac,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,AE,uu,E,u,True,True,2022,False
5710,1245,All;designers;trainers/No;trainers;architects,No;designers;architects,All;designers;architects|All;architects;designers|No;designers;architects|No;architects;designers|Some;designers;architects|Some;architects;designers|Some not;designers;architects|Some not;architects;designers|Most;designers;architects|Most;architects;designers|Most not;designers;architects|Most not;architects;designers|NVC,syllogistic-generalized,single-choice,22_participant_16,92,2957.0,AE1,Eac,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,AE,uu,E,u,True,True,2022,False
5711,1246,Some not;judges;porters/All;judges;brewers,Some not;brewers;porters,All;porters;brewers|All;brewers;porters|No;porters;brewers|No;brewers;porters|Some;porters;brewers|Some;brewers;porters|Some not;porters;brewers|Some not;brewers;porters|Most;porters;brewers|Most;brewers;porters|Most not;porters;brewers|Most not;brewers;porters|NVC,syllogistic-generalized,single-choice,22_participant_16,93,4241.0,OA4,Oca,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,AO,ue,O,e,True,True,2022,False
5716,1251,Some not;chefs;scientists/No;runners;scientists,Some;chefs;runners,All;chefs;runners|All;runners;chefs|No;chefs;runners|No;runners;chefs|Some;chefs;runners|Some;runners;chefs|Some not;chefs;runners|Some not;runners;chefs|Most;chefs;runners|Most;runners;chefs|Most not;chefs;runners|Most not;runners;chefs|NVC,syllogistic-generalized,single-choice,22_participant_16,98,3180.0,OE3,Iac,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,EO,ue,I,e,False,False,2022,False
5717,1252,Some;brokers;agents/Some not;agents;secretaries,Some;brokers;secretaries,All;brokers;secretaries|All;secretaries;brokers|No;brokers;secretaries|No;secretaries;brokers|Some;brokers;secretaries|Some;secretaries;brokers|Some not;brokers;secretaries|Some not;secretaries;brokers|Most;brokers;secretaries|Most;secretaries;brokers|Most not;brokers;secretaries|Most not;secretaries;brokers|NVC,syllogistic-generalized,single-choice,22_participant_16,99,45705.0,IO1,Iac,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,IO,ee,I,e,False,False,2022,False
5718,1253,No;doctors;tellers/No;climbers;doctors,NVC,All;tellers;climbers|All;climbers;tellers|No;tellers;climbers|No;climbers;tellers|Some;tellers;climbers|Some;climbers;tellers|Some not;tellers;climbers|Some not;climbers;tellers|Most;tellers;climbers|Most;climbers;tellers|Most not;tellers;climbers|Most not;climbers;tellers|NVC,syllogistic-generalized,single-choice,22_participant_16,100,30988.0,EE2,NVC,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,EE,uu,NVC,NVC,True,False,2022,False
5723,1258,Some not;surfers;artists/Some;planners;artists,Most;surfers;planners,All;surfers;planners|All;planners;surfers|No;surfers;planners|No;planners;surfers|Some;surfers;planners|Some;planners;surfers|Some not;surfers;planners|Some not;planners;surfers|Most;surfers;planners|Most;planners;surfers|Most not;surfers;planners|Most not;planners;surfers|NVC,syllogistic-generalized,single-choice,22_participant_16,104,7131.0,OI3,Tac,male,bachelors,20,80,92,80,yes,I looked at it a bit like an equation. All analysts are joggers could also be viewed as analysts = joggers so in the next line I simply substituted the joggers for analysts so that Some analysts are potters,no,33,91,60,yes,It was very interesting and very challenging and I had to really think about the words carefully. I found it very difficult when the word not was included in a line such as some potters are not analysts. I tried to look at it another way to try and solve it thinking that the same line can also mean most potters are analysts. I found it easier to get rid of the negative not and have a positive line,No I haven't,3,IO,ee,T,g,False,False,2022,False
5726,1261,Some not;investors;barbers/All;jugglers;investors,Some not;jugglers;barbers,All;barbers;jugglers|All;jugglers;barbers|No;barbers;jugglers|No;jugglers;barbers|Some;barbers;jugglers|Some;jugglers;barbers|Some not;barbers;jugglers|Some not;jugglers;barbers|Most;barbers;jugglers|Most;jugglers;barbers|Most not;barbers;jugglers|Most not;jugglers;barbers|NVC,syllogistic-generalized,single-choice,22_participant_16,107,4964.0,OA2,Oca,male,bachelors,20,80,92,80,yes,I looked at it a bit like an equation. All analysts are joggers could also be viewed as analysts = joggers so in the next line I simply substituted the joggers for analysts so that Some analysts are potters,no,33,91,60,yes,It was very interesting and very challenging and I had to really think about the words carefully. I found it very difficult when the word not was included in a line such as some potters are not analysts. I tried to look at it another way to try and solve it thinking that the same line can also mean most potters are analysts. I found it easier to get rid of the negative not and have a positive line,No I haven't,3,AO,ue,O,e,False,False,2022,False
5728,1263,Some;lifeguards;dentists/Some not;plumbers;lifeguards,Some;plumbers;dentists,All;dentists;plumbers|All;plumbers;dentists|No;dentists;plumbers|No;plumbers;dentists|Some;dentists;plumbers|Some;plumbers;dentists|Some not;dentists;plumbers|Some not;plumbers;dentists|Most;dentists;plumbers|Most;plumbers;dentists|Most not;dentists;plumbers|Most not;plumbers;dentists|NVC,syllogistic-generalized,single-choice,22_participant_16,109,4092.0,IO2,Ica,male,bachelors,20,80,92,80,yes,I looked at it a bit like an equation. All analysts are joggers could also be viewed as analysts = joggers so in the next line I simply substituted the joggers for analysts so that Some analysts are potters,no,33,91,60,yes,It was very interesting and very challenging and I had to really think about the words carefully. I found it very difficult when the word not was included in a line such as some potters are not analysts. I tried to look at it another way to try and solve it thinking that the same line can also mean most potters are analysts. I found it easier to get rid of the negative not and have a positive line,No I haven't,3,IO,ee,I,e,False,False,2022,False
5731,1266,Some not;trainers;architects/Some not;designers;architects,Most;trainers;designers,All;trainers;designers|All;designers;trainers|No;trainers;designers|No;designers;trainers|Some;trainers;designers|Some;designers;trainers|Some not;trainers;designers|Some not;designers;trainers|Most;trainers;designers|Most;designers;trainers|Most not;trainers;designers|Most not;designers;trainers|NVC,syllogistic-generalized,single-choice,22_participant_16,112,3880.0,OO3,Tac,male,bachelors,20,80,92,80,yes,I looked at it a bit like an equation. All analysts are joggers could also be viewed as analysts = joggers so in the next line I simply substituted the joggers for analysts so that Some analysts are potters,no,33,91,60,yes,It was very interesting and very challenging and I had to really think about the words carefully. I found it very difficult when the word not was included in a line such as some potters are not analysts. I tried to look at it another way to try and solve it thinking that the same line can also mean most potters are analysts. I found it easier to get rid of the negative not and have a positive line,No I haven't,3,OO,ee,T,g,False,False,2022,False
5734,1269,Some;chefs;scientists/All;runners;scientists,Some;chefs;runners,All;chefs;runners|All;runners;chefs|No;chefs;runners|No;runners;chefs|Some;chefs;runners|Some;runners;chefs|Some not;chefs;runners|Some not;runners;chefs|Most;chefs;runners|Most;runners;chefs|Most not;chefs;runners|Most not;runners;chefs|NVC,syllogistic-generalized,single-choice,22_participant_16,115,4120.0,IA3,Iac,male,bachelors,20,80,92,80,yes,I looked at it a bit like an equation. All analysts are joggers could also be viewed as analysts = joggers so in the next line I simply substituted the joggers for analysts so that Some analysts are potters,no,33,91,60,yes,It was very interesting and very challenging and I had to really think about the words carefully. I found it very difficult when the word not was included in a line such as some potters are not analysts. I tried to look at it another way to try and solve it thinking that the same line can also mean most potters are analysts. I found it easier to get rid of the negative not and have a positive line,No I haven't,3,AI,ue,I,e,False,False,2022,False
