,Unnamed: 0,task,response,choices,domain,response_type,id,sequence,rt,enc_task,enc_response,gender,education,guessed,task_opinion1,effort_finding_answer,like_syllog,strategy,strategy_description,quantifier_most,tired,attentive,certain,serious_participation,study_comment,similar_experiments,session,syl_group,syl_type,resp_group,resp_type,correct,valid,year,generalized
3244,3244,Most not;linguists;carpenters/No;linguists;divers,No;divers;carpenters,All;carpenters;divers|All;divers;carpenters|No;carpenters;divers|No;divers;carpenters|Some;carpenters;divers|Some;divers;carpenters|Some not;carpenters;divers|Some not;divers;carpenters|Most;carpenters;divers|Most;divers;carpenters|Most not;carpenters;divers|Most not;divers;carpenters|NVC,syllogistic-generalized,single-choice,21_participant_29,76,16513.0,DE4,Eca,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,ED,ug,E,u,False,False,2021,True
3245,3245,Most;actuaries;boxers/Most;boxers;opticians,Most;actuaries;opticians,All;actuaries;opticians|All;opticians;actuaries|No;actuaries;opticians|No;opticians;actuaries|Some;actuaries;opticians|Some;opticians;actuaries|Some not;actuaries;opticians|Some not;opticians;actuaries|Most;actuaries;opticians|Most;opticians;actuaries|Most not;actuaries;opticians|Most not;opticians;actuaries|NVC,syllogistic-generalized,single-choice,21_participant_29,77,10353.0,TT1,Tac,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,TT,gg,T,g,False,False,2021,True
3248,3248,Most;doctors;tellers/Most;climbers;doctors,Most;tellers;climbers,All;tellers;climbers|All;climbers;tellers|No;tellers;climbers|No;climbers;tellers|Some;tellers;climbers|Some;climbers;tellers|Some not;tellers;climbers|Some not;climbers;tellers|Most;tellers;climbers|Most;climbers;tellers|Most not;tellers;climbers|Most not;climbers;tellers|NVC,syllogistic-generalized,single-choice,21_participant_29,80,7979.0,TT2,Tac,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,TT,gg,T,g,False,False,2021,True
3249,3249,Most not;novelists;travelers/All;novelists;analysts,Most not;analysts;travelers,All;travelers;analysts|All;analysts;travelers|No;travelers;analysts|No;analysts;travelers|Some;travelers;analysts|Some;analysts;travelers|Some not;travelers;analysts|Some not;analysts;travelers|Most;travelers;analysts|Most;analysts;travelers|Most not;travelers;analysts|Most not;analysts;travelers|NVC,syllogistic-generalized,single-choice,21_participant_29,81,4802.0,DA4,Dca,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,AD,ug,D,g,False,True,2021,True
3251,3251,Some;cooks;swimmers/Most;mayors;cooks,Some;swimmers;mayors,All;swimmers;mayors|All;mayors;swimmers|No;swimmers;mayors|No;mayors;swimmers|Some;swimmers;mayors|Some;mayors;swimmers|Some not;swimmers;mayors|Some not;mayors;swimmers|Most;swimmers;mayors|Most;mayors;swimmers|Most not;swimmers;mayors|Most not;mayors;swimmers|NVC,syllogistic-generalized,single-choice,21_participant_29,83,5953.0,IT2,Iac,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,IT,ge,I,e,False,False,2021,True
3252,3252,Some not;travelers;novelists/Most not;analysts;travelers,Most not;analysts;novelists,All;novelists;analysts|All;analysts;novelists|No;novelists;analysts|No;analysts;novelists|Some;novelists;analysts|Some;analysts;novelists|Some not;novelists;analysts|Some not;analysts;novelists|Most;novelists;analysts|Most;analysts;novelists|Most not;novelists;analysts|Most not;analysts;novelists|NVC,syllogistic-generalized,single-choice,21_participant_29,84,16325.0,OD2,Dca,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,OD,ge,D,g,False,False,2021,True
3253,3253,All;therapists;skaters/Most;skaters;climbers,Most;therapists;climbers,All;therapists;climbers|All;climbers;therapists|No;therapists;climbers|No;climbers;therapists|Some;therapists;climbers|Some;climbers;therapists|Some not;therapists;climbers|Some not;climbers;therapists|Most;therapists;climbers|Most;climbers;therapists|Most not;therapists;climbers|Most not;climbers;therapists|NVC,syllogistic-generalized,single-choice,21_participant_29,85,12126.0,AT1,Tac,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,AT,ug,T,g,False,False,2021,True
3254,3254,Some not;porters;brewers/Most not;brewers;judges,Some not;porters;judges,All;porters;judges|All;judges;porters|No;porters;judges|No;judges;porters|Some;porters;judges|Some;judges;porters|Some not;porters;judges|Some not;judges;porters|Most;porters;judges|Most;judges;porters|Most not;porters;judges|Most not;judges;porters|NVC,syllogistic-generalized,single-choice,21_participant_29,86,10181.0,OD1,Oac,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,OD,ge,O,e,False,False,2021,True
3256,3256,Some not;sailors;potters/Most;sailors;chemists,Some;potters;chemists,All;potters;chemists|All;chemists;potters|No;potters;chemists|No;chemists;potters|Some;potters;chemists|Some;chemists;potters|Some not;potters;chemists|Some not;chemists;potters|Most;potters;chemists|Most;chemists;potters|Most not;potters;chemists|Most not;chemists;potters|NVC,syllogistic-generalized,single-choice,21_participant_29,88,15705.0,OT4,Iac,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,OT,ge,I,e,False,False,2021,True
3257,3257,Most not;architects;trainers/No;designers;trainers,NVC,All;architects;designers|All;designers;architects|No;architects;designers|No;designers;architects|Some;architects;designers|Some;designers;architects|Some not;architects;designers|Some not;designers;architects|Most;architects;designers|Most;designers;architects|Most not;architects;designers|Most not;designers;architects|NVC,syllogistic-generalized,single-choice,21_participant_29,89,14640.0,DE3,NVC,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,ED,ug,NVC,NVC,True,False,2021,True
3259,3259,Most;pilots;tailors/Some not;tailors;singers,Some not;pilots;singers,All;pilots;singers|All;singers;pilots|No;pilots;singers|No;singers;pilots|Some;pilots;singers|Some;singers;pilots|Some not;pilots;singers|Some not;singers;pilots|Most;pilots;singers|Most;singers;pilots|Most not;pilots;singers|Most not;singers;pilots|NVC,syllogistic-generalized,single-choice,21_participant_29,91,19189.0,TO1,Oac,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,OT,ge,O,e,False,False,2021,True
3260,3260,Most not;drillers;nurses/All;nurses;actors,Most not;drillers;actors,All;drillers;actors|All;actors;drillers|No;drillers;actors|No;actors;drillers|Some;drillers;actors|Some;actors;drillers|Some not;drillers;actors|Some not;actors;drillers|Most;drillers;actors|Most;actors;drillers|Most not;drillers;actors|Most not;actors;drillers|NVC,syllogistic-generalized,single-choice,21_participant_29,92,21473.0,DA1,Dac,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,AD,ug,D,g,False,False,2021,True
3262,3262,Most not;tutors;butchers/Some;packers;butchers,Some not;packers;tutors,All;tutors;packers|All;packers;tutors|No;tutors;packers|No;packers;tutors|Some;tutors;packers|Some;packers;tutors|Some not;tutors;packers|Some not;packers;tutors|Most;tutors;packers|Most;packers;tutors|Most not;tutors;packers|Most not;packers;tutors|NVC,syllogistic-generalized,single-choice,21_participant_29,94,10796.0,DI3,Oca,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,ID,ge,O,e,False,False,2021,True
3264,3264,All;packers;butchers/Most;tutors;packers,Most;tutors;butchers,All;butchers;tutors|All;tutors;butchers|No;butchers;tutors|No;tutors;butchers|Some;butchers;tutors|Some;tutors;butchers|Some not;butchers;tutors|Some not;tutors;butchers|Most;butchers;tutors|Most;tutors;butchers|Most not;butchers;tutors|Most not;tutors;butchers|NVC,syllogistic-generalized,single-choice,21_participant_29,96,19827.0,AT2,Tca,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,AT,ug,T,g,True,True,2021,True
3265,3265,Most;gamblers;sculptors/Some;gamblers;bakers,Most;sculptors;bakers,All;sculptors;bakers|All;bakers;sculptors|No;sculptors;bakers|No;bakers;sculptors|Some;sculptors;bakers|Some;bakers;sculptors|Some not;sculptors;bakers|Some not;bakers;sculptors|Most;sculptors;bakers|Most;bakers;sculptors|Most not;sculptors;bakers|Most not;bakers;sculptors|NVC,syllogistic-generalized,single-choice,21_participant_29,97,3341.0,TI4,Tac,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,IT,ge,T,g,False,False,2021,True
3266,3266,Most;actors;workers/Some;workers;painters,Some;actors;painters,All;actors;painters|All;painters;actors|No;actors;painters|No;painters;actors|Some;actors;painters|Some;painters;actors|Some not;actors;painters|Some not;painters;actors|Most;actors;painters|Most;painters;actors|Most not;actors;painters|Most not;painters;actors|NVC,syllogistic-generalized,single-choice,21_participant_29,98,13899.0,TI1,Iac,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,IT,ge,I,e,False,False,2021,True
3267,3267,Most;designers;architects/Most not;trainers;architects,Most not;trainers;designers,All;designers;trainers|All;trainers;designers|No;designers;trainers|No;trainers;designers|Some;designers;trainers|Some;trainers;designers|Some not;designers;trainers|Some not;trainers;designers|Most;designers;trainers|Most;trainers;designers|Most not;designers;trainers|Most not;trainers;designers|NVC,syllogistic-generalized,single-choice,21_participant_29,99,16922.0,TD3,Dca,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,TD,gg,D,g,False,False,2021,True
3271,3271,Most;fencers;campers/All;fencers;engineers,Most;engineers;campers,All;campers;engineers|All;engineers;campers|No;campers;engineers|No;engineers;campers|Some;campers;engineers|Some;engineers;campers|Some not;campers;engineers|Some not;engineers;campers|Most;campers;engineers|Most;engineers;campers|Most not;campers;engineers|Most not;engineers;campers|NVC,syllogistic-generalized,single-choice,21_participant_29,103,3041.0,TA4,Tca,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,AT,ug,T,g,False,True,2021,True
3272,3272,Some;actors;workers/Most not;workers;painters,Some not;actors;painters,All;actors;painters|All;painters;actors|No;actors;painters|No;painters;actors|Some;actors;painters|Some;painters;actors|Some not;actors;painters|Some not;painters;actors|Most;actors;painters|Most;painters;actors|Most not;actors;painters|Most not;painters;actors|NVC,syllogistic-generalized,single-choice,21_participant_29,103,5722.0,ID1,Oac,female,masters,5,40,95,85,yes,"If all analysts are joggers, then some analysts are potters",no,0,98,95,yes,,,3,ID,ge,O,e,False,False,2021,True
3274,3274,Most;florists;soldiers/Some;editors;florists,Some;soldiers;editors,All;soldiers;editors|All;editors;soldiers|No;soldiers;editors|No;editors;soldiers|Some;soldiers;editors|Some;editors;soldiers|Some not;soldiers;editors|Some not;editors;soldiers|Most;soldiers;editors|Most;editors;soldiers|Most not;soldiers;editors|Most not;editors;soldiers|NVC,syllogistic-generalized,single-choice,21_participant_29,105,5060.0,TI2,Iac,female,masters,5,40,95,85,yes,"If all analysts are joggers, then some analysts are potters",no,0,98,95,yes,,,3,IT,ge,I,e,False,False,2021,True
3277,3277,Most;designers;trainers/Most;architects;trainers,Most;architects;designers,All;designers;architects|All;architects;designers|No;designers;architects|No;architects;designers|Some;designers;architects|Some;architects;designers|Some not;designers;architects|Some not;architects;designers|Most;designers;architects|Most;architects;designers|Most not;designers;architects|Most not;architects;designers|NVC,syllogistic-generalized,single-choice,21_participant_29,108,5995.0,TT3,Tca,female,masters,5,40,95,85,yes,"If all analysts are joggers, then some analysts are potters",no,0,98,95,yes,,,3,TT,gg,T,g,False,False,2021,True
3279,3279,Some;farmers;scholars/Most not;assistants;scholars,Most not;farmers;assistants,All;farmers;assistants|All;assistants;farmers|No;farmers;assistants|No;assistants;farmers|Some;farmers;assistants|Some;assistants;farmers|Some not;farmers;assistants|Some not;assistants;farmers|Most;farmers;assistants|Most;assistants;farmers|Most not;farmers;assistants|Most not;assistants;farmers|NVC,syllogistic-generalized,single-choice,21_participant_29,110,17133.0,ID3,Dac,female,masters,5,40,95,85,yes,"If all analysts are joggers, then some analysts are potters",no,0,98,95,yes,,,3,ID,ge,D,g,False,False,2021,True
3280,3280,No;plumbers;dentists/Most not;dentists;lifeguards,No;plumbers;lifeguards,All;plumbers;lifeguards|All;lifeguards;plumbers|No;plumbers;lifeguards|No;lifeguards;plumbers|Some;plumbers;lifeguards|Some;lifeguards;plumbers|Some not;plumbers;lifeguards|Some not;lifeguards;plumbers|Most;plumbers;lifeguards|Most;lifeguards;plumbers|Most not;plumbers;lifeguards|Most not;lifeguards;plumbers|NVC,syllogistic-generalized,single-choice,21_participant_29,111,20602.0,ED1,Eac,female,masters,5,40,95,85,yes,"If all analysts are joggers, then some analysts are potters",no,0,98,95,yes,,,3,ED,ug,E,u,False,False,2021,True
3281,3281,Most;nurses;actors/No;drillers;nurses,No;drillers;actors,All;actors;drillers|All;drillers;actors|No;actors;drillers|No;drillers;actors|Some;actors;drillers|Some;drillers;actors|Some not;actors;drillers|Some not;drillers;actors|Most;actors;drillers|Most;drillers;actors|Most not;actors;drillers|Most not;drillers;actors|NVC,syllogistic-generalized,single-choice,21_participant_29,112,1979.0,TE2,Eca,female,masters,5,40,95,85,yes,"If all analysts are joggers, then some analysts are potters",no,0,98,95,yes,,,3,ET,ug,E,u,False,True,2021,True
3283,3283,Most not;boxers;opticians/No;opticians;actuaries,Most not;actuaries;boxers,All;boxers;actuaries|All;actuaries;boxers|No;boxers;actuaries|No;actuaries;boxers|Some;boxers;actuaries|Some;actuaries;boxers|Some not;boxers;actuaries|Some not;actuaries;boxers|Most;boxers;actuaries|Most;actuaries;boxers|Most not;boxers;actuaries|Most not;actuaries;boxers|NVC,syllogistic-generalized,single-choice,21_participant_29,114,14900.0,DE1,Dca,female,masters,5,40,95,85,yes,"If all analysts are joggers, then some analysts are potters",no,0,98,95,yes,,,3,ED,ug,D,g,False,False,2021,True
